,ID,file,dataset,area,genotype,node,base_x,base_y,tip_x,tip_y
239,1116,1116-823.jpg,apple,17.816,Malus domestica,NA,2587.5,1311.5,738.5,4902.5
240,1116,1116-824.jpg,apple,18.636,Malus domestica,NA,7051.5,4427.5,4696.5,1750.5
241,1116,1116-826.jpg,apple,19.086,Malus domestica,NA,4379,4300,5719.5,8160.5
242,1118,1118-364.jpg,apple,20.447,Malus domestica,NA,6203,5410,2091.167,6587.833
243,1118,1118-366.jpg,apple,26.575,Malus domestica,NA,1847,6807,6490.167,5292.5
244,1118,1118-368.jpg,apple,21.35,Malus domestica,NA,4783.5,7739.5,3572.5,3951
245,1118,1118-370.jpg,apple,19.759,Malus domestica,NA,4471.5,7856.167,3991.5,3834.167
246,1118,1118-372.jpg,apple,20.018,Malus domestica,NA,4433,7882,4408.5,3809.5
247,1118,1118-374.jpg,apple,20.989,Malus domestica,NA,4132,7993,3821.5,3699.5
248,1118,1118-376.jpg,apple,22.356,Malus domestica,NA,3850,3718,3993.5,7974.5
249,1118,1118-382.jpg,apple,22.232,Malus domestica,NA,3872,3464,4085.167,8235.166
250,1122,1122-1190.jpg,apple,29.688,Malus domestica,NA,6824.5,5446.5,6821.5,1433.5
251,1122,1122-1191.jpg,apple,38.075,Malus domestica,NA,2818.5,5918.5,2304.5,1500.5
252,1122,1122-1192.jpg,apple,32.131,Malus domestica,NA,4471,3704,5037.5,8462.5
253,1122,1122-1193.jpg,apple,22.972,Malus domestica,NA,1381.5,4254.5,1270.5,7998.5
254,1122,1122-2-1183.jpg,apple,23.635,Malus domestica,NA,7109.5,4225.5,7327.5,629.833
255,1122,1122-2-1184.jpg,apple,30.1,Malus domestica,NA,5515,5679,5484.5,1236.5
256,1122,1122-2-1185.jpg,apple,28.079,Malus domestica,NA,2800.5,5451.5,2647.5,1705.5
257,1122,1122-2-1186.jpg,apple,29.985,Malus domestica,NA,1241,3696,1069.5,8665.5
258,1122,1122-2-1187.jpg,apple,24.219,Malus domestica,NA,3294,4572,4621.5,8587.5
259,1122,1122-2-1188.jpg,apple,27.526,Malus domestica,NA,6921,4870,6692.5,8567.5
260,1127,1127-1244.jpg,apple,30.935,Malus domestica,NA,4362.5,5939.5,4212.5,1298.5
261,1127,1127-1245.jpg,apple,22.958,Malus domestica,NA,1958.5,5797.5,1257.5,1333.667
262,1127,1127-1246.jpg,apple,23.651,Malus domestica,NA,6642,5554,7271.5,1574.5
263,1127,1127-1247.jpg,apple,30.494,Malus domestica,NA,3264.167,4297.167,3572.167,8923.834
264,1127,1127-1248.jpg,apple,30.765,Malus domestica,NA,6226,4447,5415.5,8641.5
265,1127,1127-1249.jpg,apple,22.546,Malus domestica,NA,775,5145,902.5,8769.5
266,1127,1127-2-1239.jpg,apple,24.101,Malus domestica,NA,1670,5820,1337.5,1823.5
267,1127,1127-2-1241.jpg,apple,20.275,Malus domestica,NA,2701.5,4591.5,2721.5,8495.5
268,1128,1128-1268.jpg,apple,33.717,Malus domestica,NA,6031,5615,5292.5,1120.5
269,1128,1128-1269.jpg,apple,26.272,Malus domestica,NA,3119,5522,2437.5,1399.5
270,1128,1128-1270.jpg,apple,40.866,Malus domestica,NA,743,3296,1609.5,8514.5
271,1128,1128-1271.jpg,apple,30.548,Malus domestica,NA,4213.5,3972.5,4285.5,8664.5
272,1128,1128-1272.jpg,apple,31.038,Malus domestica,NA,7466.5,3997.5,6900.5,8415.5
273,1128,1128-2-1263.jpg,apple,26.179,Malus domestica,NA,2922.5,5541.5,2466.5,747.5
274,1128,1128-2-1264.jpg,apple,34.715,Malus domestica,NA,1212,2806,1838.5,8284.5
275,1128,1128-2-1265.jpg,apple,32.254,Malus domestica,NA,7033.5,3457.5,6713.5,8343.5
276,1128,1128-2-1266.jpg,apple,33.633,Malus domestica,NA,3648,3558,3995.5,8768.5
277,1130,1130-2-828.jpg,apple,35.26,Malus domestica,NA,4949.5,5809.5,5021.5,698.5
278,1130,1130-2-829.jpg,apple,26.544,Malus domestica,NA,2471.167,5626.5,2601.167,1018.833
279,1130,1130-2-830.jpg,apple,30.949,Malus domestica,NA,6482.5,3822.5,7016.5,8540.5
280,1130,1130-2-831.jpg,apple,32.956,Malus domestica,NA,1307.5,3827.5,860.5,8736.5
281,1130,1130-2-832.jpg,apple,23.663,Malus domestica,NA,3797,3828,3883.5,8460.5
282,1130,1130-834.jpg,apple,31.879,Malus domestica,NA,2617,5305,2742.5,1016.5
283,1130,1130-835.jpg,apple,38.194,Malus domestica,NA,5962.5,5203.5,5806.5,1067.5
284,1130,1130-836.jpg,apple,32.146,Malus domestica,NA,4419,4135,3941.5,8793.5
285,1130,1130-837.jpg,apple,31.152,Malus domestica,NA,1068.5,4191.5,1868.5,8381.5
286,1130,1130-838.jpg,apple,25.224,Malus domestica,NA,7185.5,4365.5,6954.5,8416.5
